target,target_label,harness,harness_label,overview_rank,compiler_route_equivalent,rss_work_model,rss_comparison_eligibility,rss_interpretation,fixed_work_rss_aggregate_eligible,performance_unit,performance_source,variant,round,performance_cost_ratio,performance_cost_log2_ratio,performance_cost_percent_change,performance_display_clipped,peak_rss_ratio,peak_rss_log2_ratio,peak_rss_percent_change,peak_rss_display_clipped
collections,Collections,vec_in_place_collect_droppable,Vec in-place collect,2,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,ns_per_iter,rust-libtest-benchmark-estimate,typeiso_perf,2,1.38629452258,0.47123379508,38.6294522576,false,1,0,0,false
collections,Collections,vec_in_place_collect_droppable,Vec in-place collect,2,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,ns_per_iter,rust-libtest-benchmark-estimate,typeiso_perf,3,1.37822680827,0.462813325081,37.8226808269,false,1,0,0,false
collections,Collections,vec_in_place_collect_droppable,Vec in-place collect,2,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,ns_per_iter,rust-libtest-benchmark-estimate,typeiso_perf,4,1.38578169554,0.470700005265,38.5781695543,false,1,0,0,false
collections,Collections,vec_in_place_collect_droppable,Vec in-place collect,2,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,ns_per_iter,rust-libtest-benchmark-estimate,typeiso_perf,5,1.38528971408,0.470187727438,38.5289714083,false,1,0,0,false
oxipng,Oxipng,cli_issue_141_t1,"CLI image, 1 thread",1,true,fixed_work,core,equal_work,true,seconds,process-wall-seconds,typed_plain,1,1.02288444729,0.0326431766157,2.28844472868,false,1.0078125,0.0112272554233,0.78125,false
oxipng,Oxipng,cli_issue_141_t1,"CLI image, 1 thread",1,true,fixed_work,core,equal_work,true,seconds,process-wall-seconds,typed_plain,2,1.02057335288,0.0293798786288,2.05733528789,false,1.0106017192,0.0152145393292,1.06017191977,false
oxipng,Oxipng,cli_issue_141_t1,"CLI image, 1 thread",1,true,fixed_work,core,equal_work,true,seconds,process-wall-seconds,typed_plain,3,1.00873062014,0.0125409565233,0.873062013523,false,1.02691980731,0.0383235252665,2.69198073109,false
oxipng,Oxipng,cli_issue_141_t1,"CLI image, 1 thread",1,true,fixed_work,core,equal_work,true,seconds,process-wall-seconds,typed_plain,4,1.01569462767,0.0224667157255,1.56946276704,false,1.02352719744,0.0335494385517,2.35271974402,false
oxipng,Oxipng,cli_issue_141_t1,"CLI image, 1 thread",1,true,fixed_work,core,equal_work,true,seconds,process-wall-seconds,typed_plain,5,1.01761624452,0.0251936061042,1.76162445217,false,1.00771764706,0.0110914659704,0.771764705882,false
oxipng,Oxipng,cli_issue_141_t1,"CLI image, 1 thread",1,true,fixed_work,core,equal_work,true,seconds,process-wall-seconds,typeiso_perf,1,1.04361154159,0.0615848045217,4.36115415902,false,1.00960090361,0.0137851066767,0.960090361446,false
oxipng,Oxipng,cli_issue_141_t1,"CLI image, 1 thread",1,true,fixed_work,core,equal_work,true,seconds,process-wall-seconds,typeiso_perf,2,1.04421403884,0.0624174601078,4.42140388383,false,0.998376313276,-0.00234438857641,-0.162368672397,false
oxipng,Oxipng,cli_issue_141_t1,"CLI image, 1 thread",1,true,fixed_work,core,equal_work,true,seconds,process-wall-seconds,typeiso_perf,3,1.03879041918,0.0549046131367,3.87904191803,false,1.01303485407,0.0186838117734,1.30348540663,false
oxipng,Oxipng,cli_issue_141_t1,"CLI image, 1 thread",1,true,fixed_work,core,equal_work,true,seconds,process-wall-seconds,typeiso_perf,4,1.05773945977,0.0809843095116,5.77394597742,false,1.00865800866,0.0124371032382,0.865800865801,false
oxipng,Oxipng,cli_issue_141_t1,"CLI image, 1 thread",1,true,fixed_work,core,equal_work,true,seconds,process-wall-seconds,typeiso_perf,5,1.05175975303,0.0728051963653,5.17597530305,false,1.00988235294,0.0141872348441,0.988235294118,false
oxipng,Oxipng,cli_issue_141_t4,"CLI image, 4 threads",2,true,fixed_work,core,equal_work,true,seconds,process-wall-seconds,typed_plain,1,1.03997091995,0.0565431877579,3.99709199484,false,0.934336525308,-0.0979858276623,-6.56634746922,false
oxipng,Oxipng,cli_issue_141_t4,"CLI image, 4 threads",2,true,fixed_work,core,equal_work,true,seconds,process-wall-seconds,typed_plain,2,1.01537995171,0.0220196799954,1.53799517083,false,1.01524577836,0.0218290281893,1.52457783551,false
oxipng,Oxipng,cli_issue_141_t4,"CLI image, 4 threads",2,true,fixed_work,core,equal_work,true,seconds,process-wall-seconds,typed_plain,3,1.02783548792,0.0396093698301,2.78354879211,false,0.986122504785,-0.0201612129212,-1.38774952147,false
oxipng,Oxipng,cli_issue_141_t4,"CLI image, 4 threads",2,true,fixed_work,core,equal_work,true,seconds,process-wall-seconds,typed_plain,4,1.01261648223,0.0180878721157,1.26164822301,false,1.0225595321,0.0321848374587,2.25595320986,false
oxipng,Oxipng,cli_issue_141_t4,"CLI image, 4 threads",2,true,fixed_work,core,equal_work,true,seconds,process-wall-seconds,typed_plain,5,1.0169388641,0.0242329504725,1.69388640998,false,1.02234442434,0.0318813171847,2.23444243352,false
oxipng,Oxipng,cli_issue_141_t4,"CLI image, 4 threads",2,true,fixed_work,core,equal_work,true,seconds,process-wall-seconds,typeiso_perf,1,1.05882519754,0.0824644330914,5.88251975406,false,0.98023255814,-0.0288040286474,-1.97674418605,false
oxipng,Oxipng,cli_issue_141_t4,"CLI image, 4 threads",2,true,fixed_work,core,equal_work,true,seconds,process-wall-seconds,typeiso_perf,2,1.04128672149,0.0583673738389,4.12867214889,false,0.997948998428,-0.00296200837873,-0.205100157243,false
oxipng,Oxipng,cli_issue_141_t4,"CLI image, 4 threads",2,true,fixed_work,core,equal_work,true,seconds,process-wall-seconds,typeiso_perf,3,1.07322049823,0.101946515067,7.32204982267,false,0.968895269346,-0.0455873658418,-3.11047306535,false
oxipng,Oxipng,cli_issue_141_t4,"CLI image, 4 threads",2,true,fixed_work,core,equal_work,true,seconds,process-wall-seconds,typeiso_perf,4,1.04198684034,0.0593370573769,4.19868403445,false,1.03397855452,0.0482062633993,3.39785545189,false
oxipng,Oxipng,cli_issue_141_t4,"CLI image, 4 threads",2,true,fixed_work,core,equal_work,true,seconds,process-wall-seconds,typeiso_perf,5,1.03976641136,0.0562594562285,3.97664113602,false,1.0337602673,0.047901658302,3.37602672978,false
redb,redb,bulk_small,Bulk small values,1,true,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typed_plain,1,1.05486994808,0.077065144117,5.48699480766,false,1,0,0,false
redb,redb,bulk_small,Bulk small values,1,true,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typed_plain,2,1.06605561429,0.0922827029889,6.60556142949,false,1.01315789474,0.0188590272513,1.31578947368,false
redb,redb,bulk_small,Bulk small values,1,true,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typed_plain,3,1.04921604496,0.0693117750539,4.92160449587,false,1,0,0,false
redb,redb,bulk_small,Bulk small values,1,true,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typed_plain,4,1.05156298548,0.0725352657821,5.15629854824,false,1,0,0,false
redb,redb,bulk_small,Bulk small values,1,true,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typed_plain,5,1.07868923353,0.109279289465,7.8689233535,false,1,0,0,false
redb,redb,bulk_small,Bulk small values,1,true,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typeiso_perf,1,1.07798961592,0.108343280935,7.79896159199,false,1.01315789474,0.0188590272513,1.31578947368,false
redb,redb,bulk_small,Bulk small values,1,true,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typeiso_perf,2,1.0688604182,0.0960734647317,6.88604181983,false,1.01315789474,0.0188590272513,1.31578947368,false
redb,redb,bulk_small,Bulk small values,1,true,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typeiso_perf,3,1.05515086677,0.0774492919928,5.51508667692,false,1.01315789474,0.0188590272513,1.31578947368,false
redb,redb,bulk_small,Bulk small values,1,true,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typeiso_perf,4,1.07002679328,0.0976469219045,7.00267932795,false,1.01315789474,0.0188590272513,1.31578947368,false
redb,redb,bulk_small,Bulk small values,1,true,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typeiso_perf,5,1.05185684222,0.0729383671104,5.18568422217,false,1.01315789474,0.0188590272513,1.31578947368,false
redb,redb,transaction_churn,Transaction churn,2,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typed_plain,1,1.40155765626,0.487031094134,40.1557656263,false,1,0,0,false
redb,redb,transaction_churn,Transaction churn,2,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typed_plain,2,1.3704996909,0.454702002777,37.0499690897,false,1,0,0,false
redb,redb,transaction_churn,Transaction churn,2,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typed_plain,3,1.39450206194,0.47975006757,39.4502061943,false,1,0,0,false
redb,redb,transaction_churn,Transaction churn,2,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typed_plain,4,1.39828448031,0.483657906196,39.8284480313,false,1,0,0,false
redb,redb,transaction_churn,Transaction churn,2,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typed_plain,5,1.41135208253,0.49707793433,41.1352082535,false,1.07692307692,0.106915203917,7.69230769231,false
redb,redb,transaction_churn,Transaction churn,2,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typeiso_perf,1,1.4045534195,0.490111495655,40.4553419504,false,1,0,0,false
redb,redb,transaction_churn,Transaction churn,2,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typeiso_perf,2,1.40004893652,0.485477255202,40.0048936522,false,1,0,0,false
redb,redb,transaction_churn,Transaction churn,2,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typeiso_perf,3,1.42018737587,0.506081287758,42.0187375866,false,1,0,0,false
redb,redb,transaction_churn,Transaction churn,2,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typeiso_perf,4,1.4104569924,0.496162675996,41.0456992403,false,1,0,0,false
redb,redb,transaction_churn,Transaction churn,2,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typeiso_perf,5,1.42114078791,0.50704948488,42.1140787908,false,1.07692307692,0.106915203917,7.69230769231,false
polars,Polars,groupby_low_cardinality,"Group-by, low cardinality",1,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typed_plain,1,1.43856030256,0.524625698228,43.856030256,false,1.00675675676,0.00971515483321,0.675675675676,false
polars,Polars,groupby_low_cardinality,"Group-by, low cardinality",1,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typed_plain,2,1.4456434473,0.531711770653,44.5643447298,false,1,0,0,false
polars,Polars,groupby_low_cardinality,"Group-by, low cardinality",1,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typed_plain,3,1.43046619771,0.516485406802,43.0466197709,false,1.00675675676,0.00971515483321,0.675675675676,false
polars,Polars,groupby_low_cardinality,"Group-by, low cardinality",1,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typed_plain,4,1.41769516551,0.503547355927,41.7695165506,false,1.01351351351,0.0193653248669,1.35135135135,false
polars,Polars,groupby_low_cardinality,"Group-by, low cardinality",1,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typed_plain,5,1.43077388541,0.516795691512,43.0773885412,false,1.00675675676,0.00971515483321,0.675675675676,false
polars,Polars,groupby_low_cardinality,"Group-by, low cardinality",1,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typeiso_perf,1,1.4408662112,0.526936383121,44.0866211202,false,1,0,0,false
polars,Polars,groupby_low_cardinality,"Group-by, low cardinality",1,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typeiso_perf,2,1.44455604264,0.530626175427,44.4556042637,false,1.00675675676,0.00971515483321,0.675675675676,false
polars,Polars,groupby_low_cardinality,"Group-by, low cardinality",1,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typeiso_perf,3,1.42208337883,0.508006054759,42.208337883,false,1.00675675676,0.00971515483321,0.675675675676,false
polars,Polars,groupby_low_cardinality,"Group-by, low cardinality",1,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typeiso_perf,4,1.41365850854,0.499433656543,41.3658508541,false,1.00675675676,0.00971515483321,0.675675675676,false
polars,Polars,groupby_low_cardinality,"Group-by, low cardinality",1,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typeiso_perf,5,1.42819062251,0.514188550649,42.8190622506,false,1,0,0,false
polars,Polars,groupby_multikey,"Group-by, multiple keys",2,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typed_plain,1,1.2767241479,0.352446846544,27.6724147904,false,1.00494572106,0.00711758092825,0.494572105582,false
polars,Polars,groupby_multikey,"Group-by, multiple keys",2,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typed_plain,2,1.28079110067,0.357035188717,28.0791100673,false,0.994344388315,-0.00818248327685,-0.56556116846,false
polars,Polars,groupby_multikey,"Group-by, multiple keys",2,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typed_plain,3,1.25876356964,0.332007330758,25.8763569637,false,1.00135004822,0.00194639429855,0.135004821601,false
polars,Polars,groupby_multikey,"Group-by, multiple keys",2,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typed_plain,4,1.24313552729,0.313983588341,24.3135527293,false,1.00482153435,0.00693928809917,0.482153434999,false
polars,Polars,groupby_multikey,"Group-by, multiple keys",2,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typed_plain,5,1.25582161231,0.32863154599,25.5821612314,false,1.00522239982,0.00751472491298,0.522239982362,false
polars,Polars,groupby_multikey,"Group-by, multiple keys",2,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typeiso_perf,1,1.27237802874,0.347527364931,27.2378028738,false,1.00126742712,0.00182735305101,0.126742712294,false
polars,Polars,groupby_multikey,"Group-by, multiple keys",2,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typeiso_perf,2,1.26618492429,0.340488123467,26.6184924291,false,0.997584010542,-0.00348975331231,-0.24159894575,false
polars,Polars,groupby_multikey,"Group-by, multiple keys",2,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typeiso_perf,3,1.28659380227,0.363556644116,28.6593802268,false,1.00130872021,0.00188684974594,0.13087202094,false
polars,Polars,groupby_multikey,"Group-by, multiple keys",2,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typeiso_perf,4,1.24974858566,0.321637894323,24.9748585658,false,1.00130870218,0.00188682377004,0.130870218071,false
polars,Polars,groupby_multikey,"Group-by, multiple keys",2,false,fixed_work,core,equal_work,true,seconds,benchmark-owned-operation-seconds,typeiso_perf,5,1.25725134073,0.330273091906,25.7251340731,false,1.00148817726,0.00214538998608,0.148817725845,false
swc,SWC,large_parser,Parse large input,1,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typed_plain,1,56.5177548683,5.82063225156,5551.77548683,true,0.948894420852,-0.0756805207985,-5.11055791478,false
swc,SWC,large_parser,Parse large input,1,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typed_plain,2,55.5507522047,5.79573454196,5455.07522047,true,0.967511655012,-0.047649054275,-3.24883449883,false
swc,SWC,large_parser,Parse large input,1,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typed_plain,3,56.8272671729,5.82851143264,5582.72671729,true,0.953925925926,-0.0680508521874,-4.60740740741,false
swc,SWC,large_parser,Parse large input,1,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typed_plain,4,56.8674486286,5.82953117378,5586.74486286,true,1.00632074085,0.0090902032379,0.632074084963,false
swc,SWC,large_parser,Parse large input,1,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typed_plain,5,56.3932841069,5.81745145676,5539.32841069,true,1.01076246779,0.0154439994103,1.07624677884,false
swc,SWC,large_parser,Parse large input,1,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typeiso_perf,1,57.4552824037,5.84436763436,5645.52824037,true,0.985942304876,-0.0204248690796,-1.40576951237,false
swc,SWC,large_parser,Parse large input,1,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typeiso_perf,2,55.899187273,5.80475540254,5489.9187273,true,0.967365967366,-0.0478663112653,-3.2634032634,false
swc,SWC,large_parser,Parse large input,1,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typeiso_perf,3,57.4399930174,5.84398366867,5643.99930174,true,0.988740740741,-0.0163358156432,-1.12592592593,false
swc,SWC,large_parser,Parse large input,1,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typeiso_perf,4,57.0182555781,5.83335199689,5601.82555781,true,1.02675290313,0.0380890265249,2.6752903131,false
swc,SWC,large_parser,Parse large input,1,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typeiso_perf,5,56.7862165963,5.82746888974,5578.62165963,true,1.02000909504,0.0285820162313,2.00090950432,false
swc,SWC,large_all_es2020,"Parse, transform, and codegen",2,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typed_plain,1,27.2441060185,4.76787224633,2624.41060185,true,0.982663223903,-0.0252310307664,-1.73367760974,false
swc,SWC,large_all_es2020,"Parse, transform, and codegen",2,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typed_plain,2,26.9262747834,4.75094274347,2592.62747834,true,1.02518215518,0.0358802717128,2.51821551834,false
swc,SWC,large_all_es2020,"Parse, transform, and codegen",2,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typed_plain,3,27.1373301917,4.76220688828,2613.73301917,true,1.06392523364,0.0893967703506,6.39252336449,false
swc,SWC,large_all_es2020,"Parse, transform, and codegen",2,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typed_plain,4,27.4075269133,4.77650024899,2640.75269133,true,1.00317379713,0.00457157059407,0.317379713089,false
swc,SWC,large_all_es2020,"Parse, transform, and codegen",2,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typed_plain,5,27.2537014688,4.7683802781,2625.37014688,true,0.997625296838,-0.00343004676081,-0.23747031621,false
swc,SWC,large_all_es2020,"Parse, transform, and codegen",2,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typeiso_perf,1,27.3955191097,4.775868036,2639.55191097,true,0.999016353129,-0.00141980086833,-0.0983646870773,false
swc,SWC,large_all_es2020,"Parse, transform, and codegen",2,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typeiso_perf,2,27.333565905,4.77260177933,2633.3565905,true,1.01252716349,0.0179606123034,1.25271634923,false
swc,SWC,large_all_es2020,"Parse, transform, and codegen",2,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typeiso_perf,3,27.1664194083,4.76375252271,2616.64194083,true,1.0077258567,0.0111032192202,0.772585669782,false
swc,SWC,large_all_es2020,"Parse, transform, and codegen",2,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typeiso_perf,4,27.3051538529,4.7711013807,2630.51538529,true,1.02272438746,0.0324174076232,2.27243874572,false
swc,SWC,large_all_es2020,"Parse, transform, and codegen",2,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typeiso_perf,5,27.4523886616,4.77885978001,2645.23886616,true,1.00562429696,0.00809141235355,0.562429696288,false
rustpython,RustPython,parse_mandelbrot,Parse Mandelbrot,1,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typed_plain,1,4.50318106629,2.17094448749,350.318106629,true,0.997702029874,-0.00331908514697,-0.229797012639,false
rustpython,RustPython,parse_mandelbrot,Parse Mandelbrot,1,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typed_plain,2,4.60181471497,2.20220289682,360.181471497,true,1.04601348671,0.064901453006,4.60134867116,false
rustpython,RustPython,parse_mandelbrot,Parse Mandelbrot,1,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typed_plain,3,4.43650844218,2.14942471378,343.650844218,true,1.00574602567,0.00826603698031,0.574602566558,false
rustpython,RustPython,parse_mandelbrot,Parse Mandelbrot,1,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typed_plain,4,4.59487584799,2.2000258809,359.487584799,true,0.98572266771,-0.0207462922997,-1.42773322902,false
rustpython,RustPython,parse_mandelbrot,Parse Mandelbrot,1,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typed_plain,5,4.57897831199,2.1950257318,357.897831199,true,1.05472932778,0.0768728116625,5.47293277811,false
rustpython,RustPython,parse_mandelbrot,Parse Mandelbrot,1,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typeiso_perf,1,4.55388726301,2.18709857626,355.388726301,true,1.06108770586,0.0855439093908,6.10877058598,false
rustpython,RustPython,parse_mandelbrot,Parse Mandelbrot,1,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typeiso_perf,2,4.65849168256,2.21986291747,365.849168256,true,1.00297500992,0.00428566026874,0.29750099167,false
rustpython,RustPython,parse_mandelbrot,Parse Mandelbrot,1,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typeiso_perf,3,4.51965594138,2.17621295172,351.965594138,true,1.02489944455,0.0354823702534,2.48994445509,false
rustpython,RustPython,parse_mandelbrot,Parse Mandelbrot,1,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typeiso_perf,4,4.61693999868,2.20693698338,361.693999868,true,1.02894582437,0.0411670240478,2.89458243693,false
rustpython,RustPython,parse_mandelbrot,Parse Mandelbrot,1,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typeiso_perf,5,4.68539325843,2.22817014248,368.539325843,true,1.01507039461,0.0215797810341,1.50703946064,false
rustpython,RustPython,execute_nbody,Execute n-body,2,false,workload_native_adaptive_iterations,diagnostic_only,process_volume,false,seconds,criterion-median-seconds-per-iteration,typed_plain,1,1.40769927536,0.493339166161,40.7699275362,false,1.01949305599,0.0278519488457,1.9493055988,false
